device,ecommerce,event_name,event_previous_timestamp,event_timestamp,geo,items,traffic_source,user_first_touch_timestamp,user_id
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593877391786208,1593877451289316,"{""city"":""White Plains"",""state"":""NY""}","[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]",facebook,1593877294648669,UA000000107365009
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593877583777509,"{""city"":""Glendale"",""state"":""CA""}",[],facebook,1593877583777509,UA000000107367721
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593877211227148,1593877213992614,"{""city"":""Boulder"",""state"":""CO""}","[{""coupon"":null,""item_id"":""P_DOWN_S"",""item_name"":""Standard Down Pillow"",""item_revenue_in_usd"":119,""price_in_usd"":119,""quantity"":1}]",facebook,1593877211227148,UA000000107364230
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",email_coupon,1593878832369384,1593879009091320,"{""city"":""Omaha"",""state"":""NE""}",[],google,1593878832369384,UA000000107378908
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",premium,1593878784251414,1593878792524374,"{""city"":""Palm Beach Gardens"",""state"":""FL""}",[],direct,1593878784251414,UA000000107378459
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878002467366,"{""city"":""Houston"",""state"":""TX""}",[],google,1593878002467366,UA000000107371441
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,1593876545388517,1593876651542058,"{""city"":""Pompano Beach"",""state"":""FL""}",[],facebook,1593876545388517,UA000000107358386
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878135788450,"{""city"":""Norwalk"",""state"":""CA""}",[],google,1593878135788450,UA000000107372642
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",checkout,1593877198989758,1593877439172823,"{""city"":""Hornell"",""state"":""NY""}","[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]",facebook,1593876552890115,UA000000107358445
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878593644153,"{""city"":""Bellflower"",""state"":""CA""}",[],google,1593878593644153,UA000000107376783
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",premium,1593878397685616,1593878400650131,"{""city"":""Albuquerque"",""state"":""NM""}",[],facebook,1593878370030808,UA000000107374813
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,1593876881073038,1593878552656363,"{""city"":""Costa Mesa"",""state"":""CA""}",[],google,1593876881073038,UA000000107361273
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878364061956,"{""city"":""Commerce City"",""state"":""CO""}",[],direct,1593878364061956,UA000000107374760
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",careers,null,1593878764520051,"{""city"":""Kannapolis"",""state"":""NC""}",[],youtube,1593878764520051,UA000000107378291
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",reviews,1593878512612011,1593878627629478,"{""city"":""Mulberry"",""state"":""FL""}",[],facebook,1593878512612011,UA000000107376063
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593877407592577,1593877420324917,"{""city"":""Vancouver"",""state"":""WA""}",[],google,1593877407592577,UA000000107366026
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593876923588931,"{""city"":""Maricopa"",""state"":""AZ""}",[],google,1593876923588931,UA000000107361614
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877502565620,"{""city"":""Corpus Christi"",""state"":""TX""}",[],youtube,1593877502565620,UA000000107366948
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",premium,1593878268025653,1593878270435758,"{""city"":""Murrieta"",""state"":""CA""}",[],google,1593878268025653,UA000000107373891
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593877889010920,"{""city"":""Oceanside"",""state"":""CA""}",[],instagram,1593877889010920,UA000000107370469
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878855869573,"{""city"":""Bay City"",""state"":""MI""}",[],email,1593878855869573,UA000000107379130
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,null,1593878576718208,"{""city"":""Thousand Oaks"",""state"":""CA""}",[],facebook,1593878576718208,UA000000107376639
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",warranty,1593877542959221,1593878820098440,"{""city"":""Laguna Hills"",""state"":""CA""}",[],facebook,1593877538540882,UA000000107367269
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593876808611982,"{""city"":""Suffolk"",""state"":""VA""}",[],google,1593876808611982,UA000000107360624
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878049757948,"{""city"":""Dallas"",""state"":""TX""}",[],instagram,1593878049757948,UA000000107371862
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",checkout,1593877955609447,1593878375438260,"{""city"":""Washington"",""state"":""GA""}","[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]",direct,1593877585484517,UA000000107367735
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",login,1593878687814285,1593878911087189,"{""city"":""Hereford"",""state"":""TX""}","[{""coupon"":null,""item_id"":""M_PREM_Q"",""item_name"":""Premium Queen Mattress"",""item_revenue_in_usd"":1795,""price_in_usd"":1795,""quantity"":1}]",facebook,1593877985728377,UA000000107371286
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",email_coupon,1593877457323864,1593878499011097,"{""city"":""Suffolk"",""state"":""VA""}",[],facebook,1593877268632284,UA000000107364786
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,1593878359164798,1593878571041669,"{""city"":""Diamond Bar"",""state"":""CA""}",[],facebook,1593878359164798,UA000000107374707
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",premium,1593878233188127,1593878379399436,"{""city"":""Anaheim"",""state"":""CA""}",[],instagram,1593878233188127,UA000000107373556
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878817016331,"{""city"":""Dallas"",""state"":""TX""}",[],instagram,1593878817016331,UA000000107378765
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593876967412180,"{""city"":""Victorville"",""state"":""CA""}",[],youtube,1593876967412180,UA000000107361993
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593878919490267,1593879042956891,"{""city"":""Ione"",""state"":""CA""}","[{""coupon"":null,""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":945,""price_in_usd"":945,""quantity"":1},{""coupon"":null,""item_id"":""P_DOWN_S"",""item_name"":""Standard Down Pillow"",""item_revenue_in_usd"":119,""price_in_usd"":119,""quantity"":1}]",google,1593877956966244,UA000000107371022
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,null,1593879162776514,"{""city"":""Minnetonka"",""state"":""MN""}",[],email,1593879162776514,UA000000107381942
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593876810884904,"{""city"":""Dixon"",""state"":""IL""}",[],email,1593876810884904,UA000000107360646
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593876781537293,"{""city"":""Los Angeles"",""state"":""CA""}",[],email,1593876781537293,UA000000107360379
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877097841461,"{""city"":""Shawnee"",""state"":""OK""}",[],google,1593877097841461,UA000000107363192
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,1593878618898931,1593878764023906,"{""city"":""Peshtigo"",""state"":""WI""}",[],google,1593878618898931,UA000000107377012
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593879291978088,"{""city"":""Chico"",""state"":""CA""}",[],instagram,1593879291978088,UA000000107383149
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,null,1593877804525716,"{""city"":""New York"",""state"":""NY""}",[],instagram,1593877804525716,UA000000107369705
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878464857813,"{""city"":""Scottsdale"",""state"":""AZ""}",[],google,1593878464857813,UA000000107375627
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877723622154,"{""city"":""Houston"",""state"":""TX""}",[],google,1593877723622154,UA000000107368975
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",premium,1593878724188159,1593878777298508,"{""city"":""Selma"",""state"":""TX""}",[],email,1593877384369881,UA000000107365819
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878153416479,"{""city"":""New York"",""state"":""NY""}",[],google,1593878153416479,UA000000107372764
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",shipping_info,1593878164301348,1593878247164443,"{""city"":""Tipton"",""state"":""IN""}","[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1}]",facebook,1593877254886427,UA000000107364649
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",foam,1593877814656349,1593879040328849,"{""city"":""Denton"",""state"":""TX""}",[],youtube,1593877814656349,UA000000107369787
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",checkout,1593877908824544,1593878190851614,"{""city"":""Columbus"",""state"":""OH""}","[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]",direct,1593876423721613,UA000000107357307
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",guest,1593877533860913,1593878010318817,"{""city"":""Olympia"",""state"":""WA""}","[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]",instagram,1593877101508731,UA000000107363218
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",cart,1593878353786484,1593878373098921,"{""city"":""Denton"",""state"":""TX""}","[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]",facebook,1593878348698170,UA000000107374613
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593879228125080,"{""city"":""Albuquerque"",""state"":""NM""}",[],facebook,1593879228125080,UA000000107382532
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877001288343,"{""city"":""Tuscumbia"",""state"":""AL""}",[],facebook,1593877001288343,UA000000107362306
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",reviews,1593877623665522,1593878037120976,"{""city"":""Warrior"",""state"":""AL""}",[],google,1593877623665522,UA000000107368046
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593876752962949,"{""city"":""Greensboro"",""state"":""NC""}",[],email,1593876752962949,UA000000107360112
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593878397739233,"{""city"":""Alameda"",""state"":""CA""}",[],email,1593878397739233,UA000000107375035
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878612453361,"{""city"":""Lake Station"",""state"":""IN""}",[],google,1593878612453361,UA000000107376944
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",premium,1593877224467252,1593877604776884,"{""city"":""Providence"",""state"":""RI""}",[],google,1593876552146883,UA000000107358442
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593877861698474,"{""city"":""Hannibal"",""state"":""MO""}",[],google,1593877861698474,UA000000107370218
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",faq,1593876976350739,1593878264132936,"{""city"":""Taylorsville"",""state"":""UT""}",[],google,1593876976350739,UA000000107362101
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877347315862,"{""city"":""Los Angeles"",""state"":""CA""}",[],facebook,1593877347315862,UA000000107365494
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,1593877754400498,1593877960035441,"{""city"":""Memphis"",""state"":""TN""}",[],google,1593877754400498,UA000000107369256
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877748918422,"{""city"":""Saratoga Springs"",""state"":""UT""}",[],google,1593877748918422,UA000000107369211
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593877210610112,1593877327479820,"{""city"":""Hollywood"",""state"":""FL""}",[],facebook,1593877210610112,UA000000107364223
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878443458039,"{""city"":""Helotes"",""state"":""TX""}",[],google,1593878443458039,UA000000107375438
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",faq,1593877610706466,1593877710084264,"{""city"":""Oxnard"",""state"":""CA""}",[],google,1593877200294706,UA000000107364129
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593876585998966,"{""city"":""Benton"",""state"":""AR""}",[],facebook,1593876585998966,UA000000107358702
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",faq,1593878871084975,1593879023263320,"{""city"":""Fresno"",""state"":""CA""}",[],instagram,1593878871084975,UA000000107379256
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593877793896278,"{""city"":""Cleveland"",""state"":""OH""}",[],google,1593877793896278,UA000000107369613
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877878846915,"{""city"":""Carmel"",""state"":""IN""}",[],youtube,1593877878846915,UA000000107370381
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878757093488,"{""city"":""Tampa"",""state"":""FL""}",[],email,1593878757093488,UA000000107378235
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877289726098,"{""city"":""Denver"",""state"":""CO""}",[],google,1593877289726098,UA000000107364966
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878640274593,"{""city"":""Battle Ground"",""state"":""WA""}",[],google,1593878640274593,UA000000107377220
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877604635493,"{""city"":""Lincoln"",""state"":""NE""}",[],google,1593877604635493,UA000000107367895
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",delivery,1593876985038659,1593878424957165,"{""city"":""Brooklyn"",""state"":""OH""}",[],instagram,1593876985038659,UA000000107362187
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",premium,1593877300577217,1593877445670953,"{""city"":""Rochester"",""state"":""MN""}",[],facebook,1593877300577217,UA000000107365065
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877458543422,"{""city"":""Bettendorf"",""state"":""IA""}",[],facebook,1593877458543422,UA000000107366513
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593876588375662,"{""city"":""Los Angeles"",""state"":""CA""}",[],facebook,1593876588375662,UA000000107358729
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593877104285965,1593877506172015,"{""city"":""Owatonna"",""state"":""MN""}","[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]",facebook,1593877104285965,UA000000107363247
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,1593877718098516,1593877728195193,"{""city"":""Dearborn"",""state"":""MI""}",[],google,1593877718098516,UA000000107368928
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593878326075525,1593878524673711,"{""city"":""Amarillo"",""state"":""TX""}","[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]",google,1593878326075525,UA000000107374424
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593877655690358,1593877668169020,"{""city"":""Sterling Heights"",""state"":""MI""}",[],google,1593877627832959,UA000000107368082
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",foam,1593878241647688,1593878760819057,"{""city"":""New York"",""state"":""NY""}",[],instagram,1593877531572114,UA000000107367207
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593878977054533,"{""city"":""Clawson"",""state"":""MI""}",[],google,1593878977054533,UA000000107380179
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",premium,1593878795338179,1593878935220511,"{""city"":""Houston"",""state"":""TX""}",[],google,1593878795338179,UA000000107378558
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878535502539,"{""city"":""Surprise"",""state"":""AZ""}",[],google,1593878535502539,UA000000107376254
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878199707569,"{""city"":""Ashland"",""state"":""OH""}",[],google,1593878199707569,UA000000107373218
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877369005114,"{""city"":""Simi Valley"",""state"":""CA""}",[],google,1593877369005114,UA000000107365673
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878467477076,"{""city"":""Arcadia"",""state"":""CA""}",[],email,1593878467477076,UA000000107375654
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",careers,null,1593877018618123,"{""city"":""Altus"",""state"":""OK""}",[],google,1593877018618123,UA000000107362473
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593878238175312,1593878259225631,"{""city"":""Manteca"",""state"":""CA""}","[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":1190,""price_in_usd"":595,""quantity"":2}]",youtube,1593878238175312,UA000000107373616
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",email_coupon,1593877757913403,1593879132669961,"{""city"":""North Richland Hills"",""state"":""TX""}",[],google,1593877757913403,UA000000107369290
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",premium,1593877811121924,1593878662269568,"{""city"":""San Francisco"",""state"":""CA""}",[],youtube,1593877736667352,UA000000107369105
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593876638701011,"{""city"":""La Mirada"",""state"":""CA""}",[],direct,1593876638701011,UA000000107359145
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",careers,null,1593877361796229,"{""city"":""Los Angeles"",""state"":""CA""}",[],google,1593877361796229,UA000000107365607
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593877811403388,"{""city"":""Abernathy"",""state"":""TX""}",[],youtube,1593877811403388,UA000000107369759
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593879189817442,"{""city"":""Lowell"",""state"":""MA""}",[],facebook,1593879189817442,UA000000107382182
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593877234555050,1593877236555448,"{""city"":""Yuba City"",""state"":""CA""}","[{""coupon"":null,""item_id"":""M_PREM_Q"",""item_name"":""Premium Queen Mattress"",""item_revenue_in_usd"":1795,""price_in_usd"":1795,""quantity"":1}]",direct,1593877234555050,UA000000107364474
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",press,1593877941961448,1593878679538659,"{""city"":""Toledo"",""state"":""OH""}",[],email,1593877805349236,UA000000107369715
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,null,1593877497159439,"{""city"":""Ames"",""state"":""TX""}",[],youtube,1593877497159439,UA000000107366903
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",press,1593878840612312,1593878941603838,"{""city"":""Richmond"",""state"":""CA""}",[],google,1593878840612312,UA000000107378989
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593879146546103,"{""city"":""Mansfield"",""state"":""TX""}",[],google,1593879146546103,UA000000107381775
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593876907291575,1593877060099846,"{""city"":""DeLand"",""state"":""FL""}","[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]",email,1593876907291575,UA000000107361485
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878737789769,"{""city"":""Marion"",""state"":""OH""}",[],youtube,1593878737789769,UA000000107378057
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593878193836511,1593878292745895,"{""city"":""Lake Oswego"",""state"":""OR""}",[],google,1593878193836511,UA000000107373156
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593877537961619,"{""city"":""Fort Smith"",""state"":""AR""}",[],facebook,1593877537961619,UA000000107367259
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878259684469,"{""city"":""Longmont"",""state"":""CO""}",[],google,1593878259684469,UA000000107373808
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593876762185856,"{""city"":""San Jacinto"",""state"":""CA""}",[],facebook,1593876762185856,UA000000107360200
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593879114601020,"{""city"":""South Fulton"",""state"":""GA""}",[],youtube,1593879114601020,UA000000107381486
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878241807956,"{""city"":""Burlington"",""state"":""IA""}",[],google,1593878241807956,UA000000107373654
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593879196755970,1593879214616478,"{""city"":""Owensboro"",""state"":""KY""}",[],instagram,1593879196755970,UA000000107382250
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",reviews,1593876814744771,1593876817395293,"{""city"":""Cleveland"",""state"":""OH""}",[],google,1593876814744771,UA000000107360687
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",faq,1593877319611513,1593877872012633,"{""city"":""New York"",""state"":""NY""}",[],youtube,1593877319611513,UA000000107365236
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",warranty,1593877881370806,1593877992679457,"{""city"":""Fresno"",""state"":""CA""}",[],facebook,1593877881370806,UA000000107370406
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877738012304,"{""city"":""Blackfoot"",""state"":""ID""}",[],facebook,1593877738012304,UA000000107369118
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,null,1593877772939311,"{""city"":""Castle Rock"",""state"":""WA""}",[],youtube,1593877772939311,UA000000107369426
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593879241858142,"{""city"":""Glenwood Springs"",""state"":""CO""}",[],email,1593879241858142,UA000000107382670
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,1593878740590769,1593879292752903,"{""city"":""Linden"",""state"":""NJ""}",[],direct,1593878672232583,UA000000107377488
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",reviews,1593877488182360,1593877701370417,"{""city"":""Kaukauna"",""state"":""WI""}",[],google,1593877488182360,UA000000107366811
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877525888830,"{""city"":""Chicago"",""state"":""IL""}",[],google,1593877525888830,UA000000107367158
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,1593876474968274,1593876477814101,"{""city"":""Palmdale"",""state"":""CA""}",[],email,1593876474968274,UA000000107357760
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593877724213339,"{""city"":""Philadelphia"",""state"":""PA""}",[],google,1593877724213339,UA000000107368983
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,null,1593876606508115,"{""city"":""Fountain"",""state"":""CO""}",[],google,1593876606508115,UA000000107358881
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593876884762301,"{""city"":""Homer"",""state"":""AK""}",[],facebook,1593876884762301,UA000000107361305
